id,Title,Content,"Attachment URL",Categories,Tags
400,"Client Set-Up (Phase 1 procedure)","When a new client is signed there are a few things that we must ALWAYS do for them to ensure a successful marketing campaign. The following set-up procedures are also part of our Phase 1 procedure for every new marketing client.

&nbsp;

<strong>Main Elements to Set Up</strong>
<ul>
 	<li>Google Analytics
<ul>
 	<li>Setting Data Views</li>
 	<li>Configuring Filters &amp; Goals</li>
</ul>
</li>
 	<li>Google Tag Manager
<ul>
 	<li>Integrating Google Analytics</li>
 	<li>Verifying Google Search Console</li>
 	<li>Creating &amp; Syncing Events</li>
</ul>
</li>
 	<li>Google Search Console
<ul>
 	<li>Submitting Sitemaps (we'll discuss why this matters later)</li>
</ul>
</li>
 	<li>Authoritas (formerly ASEO)
<ul>
 	<li>Add Site and Keywords</li>
</ul>
</li>
</ul>

<hr />

<strong>Google Analytics</strong>

Setting up Analytics should be one of the first things we do for our clients. Most will come in with an account already set up, and that is fine but we need to get access to their account and set Firetoss up as an admin. There are two main options for doing this, the choice is either:
<ol>
 	<li>Create a separate individual account for each Client, or</li>
 	<li>Have your master Google Analytics account and add a new property for each client.</li>
</ol>
Typically we will follow option number 1, as that is typically seen as an agency ""best practice."" There are several benefits for allowing the clients to each have separate accounts including:
<ul>
 	<li>Easier-to-read data for each client</li>
 	<li>The data and account actually belong to the client so if they ever move to a different agency they can just remove Firetoss' access</li>
 	<li>It's better for both parties to be able to walk away from an agreement cleanly if necessary</li>
</ul>
All we need to set Firetoss up on an account is admin access, and you can easily request that from the client by asking them to follow these steps:

<img class=""size-medium wp-image-402 alignleft"" src=""http://wiki.devft.com/wp-content/uploads/2018/01/Screen-Shot-2018-01-26-at-9.20.54-AM-300x181.png"" alt="""" width=""300"" height=""181"" />
<ol>
 	<li>Sign into Google Analytics</li>
 	<li>Click on the <strong>Admin</strong> tag at the top of the page</li>
 	<li>Select <strong>Account</strong> from the menu</li>
 	<li>Select <strong>User Management</strong></li>
 	<li>Enter the details for Firetoss
<ul>
 	<li>Make sure that the client selects <strong>Manage Users &amp; Edit</strong> so that we are able to make changes, add team members if needed, and manage the account!</li>
</ul>
</li>
</ol>
&nbsp;

Here's a helpful email template that you can send to the new client to request access!

Hi _____, Welcome to Firetoss! We are very excited to begin the set-up phase for the marketing aspect of your project. The first thing we need to do is get access to your Google Analytics account so that we can set up the proper goals, filters and data views. Can you please grant us admin access? Here are the steps to do this:

Login to your Analytics Console here: https://analytics.google.com/analytics/web/
<ol>
 	<li>Click the <strong>Admin</strong> tab</li>
 	<li>Select your website under <strong>Account</strong></li>
 	<li>Select <strong>User Management</strong></li>
 	<li>Enter the following email (<strong>analytics@firetoss.com</strong>)</li>
 	<li>Select <strong>Manger Users </strong>and <strong>Edit</strong></li>
 	<li>Check the box that says <em><strong>Notify this user by email</strong></em></li>
 	<li>Click <strong>Add</strong></li>
</ol>
Thanks!

&nbsp;

Once you have access to the account you can set up the data views, goals (as discussed with the Marketing Director and/or client), and filters.

<hr />

<strong>Google Tag Manager</strong>

Google Tag Manager and Google Analytics are two completely separate tools that work very closely together. To put it simply, GTM is an easy way to manage the tags (aka snippets of JavaScript that send info to third-parties), on a website. GTM also makes it easier to ADD these tags to your site! Instead of having to go in and manually change the javascript you can simply set up a tag  and decide what needs to fire and on what page or action.

There are 3 main tracking components to Google Tag Manager:
<ol>
 	<li>Tags (snippets of code added to your website)</li>
 	<li>Triggers (tells us when and where the tags are put into action)</li>
 	<li>Variables (used to receive and store information that are used by the tags &amp; triggers)</li>
</ol>
<em>Here's an example of how GTM works with Google Analytics to help us track what a user is doing on a site</em>

Let's say that you want to figure out how many people downloaded a certain file and what page the user was on when that file was downloaded. To figure this out, you would set up a <strong>Click Trigger</strong> and <strong>Google Analytics Tag</strong> to see what and where resources on a website are being downloaded. It is literally as easy as that! You can also use GTM to dictate when this data is sent to analytics if you so choose.

Now you're ready to start setting up some triggers! Here's an example of how to set up button clicks in GTM. The process is split into 3 steps (that coincide with the 3 main tracking components we saw earlier!)
<ol>
 	<li>Build a Trigger</li>
 	<li>Trigger Configuration</li>
 	<li>Linking to Google Analytics Tag</li>
</ol>
<span style=""text-decoration: underline;"">Step 1: Build a Trigger</span>

<img class=""alignleft wp-image-403 "" src=""http://wiki.devft.com/wp-content/uploads/2018/01/Screen-Shot-2018-01-26-at-9.44.58-AM.png"" alt="""" width=""278"" height=""292"" />
<ol>
 	<li><strong><strong>Open GTM</strong></strong>&nbsp;</li>
 	<li>Click <strong><strong>Trigger</strong></strong>&nbsp;</li>
 	<li><strong>Create</strong> a new Trigger</li>
 	<li>Choose <strong>Click</strong> for the event</li>
 	<li>Choose <strong>All Elements</strong>  when configuring</li>
 	<li>For <strong><strong>Fire On, choose All Clicks</strong></strong>&nbsp;</li>
 	<li> Create Trigger</li>
</ol>
&nbsp;

After you've done that, you will need to find the HTML markup of the button click by using the GTM preview. This will allow you to view the variables that define your click! You may need to refresh the page and then click the button.

<img src=""http://www.absentdata.com/wp-content/uploads/2016/03/datalayer-1.png"" />

<span style=""text-decoration: underline;"">Step 2: Define the Trigger</span>

Using the example above, we can see that the click class is associated with the trigger called 'search-btn."" We can use this info to redefine the click trigger!
<ol>
 	<li>Choose <strong>Generic Click Trigger</strong></li>
 	<li><strong>Rename</strong> it to a specific name (ie: 20% off sale button)</li>
 	<li>Change to <strong>Fire on Click</strong></li>
 	<li>Choose <strong>Click Classes</strong> and within containing add the button's specific name.</li>
</ol>
<span style=""text-decoration: underline;"">Step 3: Attaching the Trigger to Google Analytics</span>

<img class=""alignleft"" src=""http://www.absentdata.com/wp-content/uploads/2016/03/Event-GTM-1.png"" />
<ul>
 	<li>Open GTM, <strong>create a tag</strong></li>
 	<li>Choose the <strong>Google Analytics Template</strong></li>
 	<li>For tag type, choose <strong>Universal</strong></li>
 	<li>Click Configure Tag and a<strong>dd your Google analytics tracking ID</strong></li>
 	<li> For the Track Type, <strong>Choose Event</strong></li>
 	<li> Name The <strong>Category,  Action and Label.</strong></li>
 	<li>For the Value, you will need to define this for my purposes I chose page path because I would like know the page where the click occurred</li>
 	<li> For the Fire On rule, choose the More option and <strong>choose your defined click trigger.</strong></li>
 	<li><strong>Create Tag</strong></li>
</ul>
&nbsp;

&nbsp;

&nbsp;

&nbsp;

&nbsp;

&nbsp;

Lastly, open your TRM preview mode and test your tag! After you click the button you will see if the tag is firing correctly.

<hr />

<strong>Google Search Console</strong>

The Search Console allows us to monitor and maintain a site's Google Search Results. While a website doesn't have to have search console set up to start appearing in search results, being in search console allows us to start to understand how Google is viewing a site and will help us to optimize it for better SERP performance.

So, what does Search Console allow us to do?
<ul>
 	<li dir=""ltr"">Make sure that Google can access all of a site's content</li>
 	<li dir=""ltr"">Submit new content for crawling and remove content we don't want shown in search results or that are producing errors</li>
 	<li>Create and monitor content that delivers visually engaging search results</li>
 	<li>Maintain a site with minimal disruption to search performance</li>
 	<li>Monitor and resolve malware or spam issues so the site stays clean</li>
 	<li>See which search terms caused the site to appear on the SERP</li>
 	<li>Monitor which search queries resulted in the most traffic to the site</li>
 	<li>View which sites are linking to a website</li>
 	<li>Quickly check mobile site optimization</li>
</ul>
<em>Setup of Search Console</em>

Before you set up Search Console you should be set up in Analytics first and have full admin access. Once this is done, you can follow these steps to set up a website in Search Console:
<ul>
 	<li>Go to: https://www.google.com/webmasters/tools/home</li>
 	<li>First you will need to log in using the Analytics@firetoss.com account</li>
 	<li>Once you have successfully logged in, click the <strong>Add A Property</strong> button at the top of the page</li>
 	<li>Enter the URL of the client's website, then click <strong>continue</strong></li>
 	<li>Next you’ll be asked to verify that you own the website in one of four ways:
<ul>
 	<li>If you have access to the root of your website you can upload a html file</li>
 	<li>If you manage your hosting yourself, you can verify via your hosting provider</li>
 	<li>If you use Google Tag Manager, you can verify via Google Tags</li>
 	<li>Or, by far the quickest and easiest method, verify ownership via your Google Analytics Tracking ID</li>
</ul>
</li>
</ul>
Once you have a site set up, you should submit a sitemap. You can easily create on using the Yoast SEO plugin on Wordpress. This will automatically generate XML site maps for the entire site.

<hr />

<strong>Authoritas (Formerly Analytics SEO)</strong>

Authoritas is the SEO and content marketing software that we use to easily generate reports and to really control our SEO efforts. It is IMPERATIVE that you to not skip this set up step for new clients because this is how they will receive their monthly reports and what you will reference 99% of the time when having de-briefing meetings with the clients.
<ol>
 	<li>go to www.authoritas.com and <strong>Login</strong> (this should be saved in OnePassword)</li>
 	<li>Click on <strong>Dashboard</strong></li>
 	<li>On the top left of the screen click the first dropdown menu that should already have a site URL listed in it and choose <strong>Add Site</strong></li>
 	<li>Type the site URL into the box and click <strong>Add Site</strong></li>
 	<li>Go through the prompts for each of the 7 sections with your client's details</li>
</ol>",,"Departments>Marketing>Marketing Training",
404,"The Basics of Content Writing for SEO","How many times have you heard the phrase ""Content is King,"" come from the mouths of keynote speakers? While that concept is great, it's not always the best idea to just slap a bunch of random content up on a website and see what works. The key to SEO content is the STRATEGY and RESEARCH that your content is based off of.

When you are writing content for a website, you should always default to the 5-W's of writing:
<ol>
 	<li><strong>WHO</strong> are you writing for and/or speaking to?</li>
 	<li><strong>WHAT</strong> are you trying to accomplish with your writing (is it to drive the reader further into the conversion funnel? Is it to fill out a form? Is it to simply continue reading and stay on the site longer?)</li>
 	<li><strong>WHEN</strong> will they be reading this? Where are your readers in the conversion funnel? If they are at the top of the funnel you should speak more broadly and try to gain their interest. If they are towards the bottom of the funnel you may be pushing more for conversions and giving specifics.</li>
 	<li><strong>WHERE</strong> will this content live on the website?</li>
 	<li><strong>WHY</strong> are you writing about this topic? This ties into <strong>WHAT</strong> is the goal.</li>
</ol>

<hr />

<em><strong>DO YOUR PRE-WORK!</strong></em>

As I was saying before, you should have a strategy for writing before you just dive in and start. The best way to start setting up a strategy is through keyword research. There are several tools that you can use for identifying high-ranking and intent-driven keywords which you have access to:
<ul>
 	<li>Google Adwords Keyword Planner</li>
 	<li><a href=""https://www.spyfu.com/"" target=""_blank"" rel=""noopener"">Spyfu</a></li>
 	<li><a href=""http://authoritas.com/"">Authoritas</a></li>
 	<li>Google (searches related to *search term*)</li>
</ul>
Another good way to start researching for content strategy is to do some research on the client's competitors. This type of research will help you to figure out the keywords that a competitor is targeting so that the website you're writing for can start to compete on the SERPs with others in their industry. You can use <strong>Spyfu</strong> to find competitors that you share keywords with and to get overall information on how well competitor sites are doing in terms of content. You can also just do a quick <strong>Google Search</strong> to see <strong>What</strong> is ranking, <strong>Why</strong> is it ranking well, and <strong>What </strong>could we do that is similar...BUT BETTER?!

<hr />

<strong>The Mediums and SEO</strong>

You will likely be writing content for one or more of these three mediums:
<ol>
 	<li>Websites</li>
 	<li>Blogs</li>
 	<li>Emails</li>
</ol>
With this in mind, you will find that content and the way it is structured and presented will differ amongst these mediums, even if they keywords and the strategy are the same. It is important that you write for each medium and not just copy/paste the same content, in the same format for each. When google is crawling a website or blog it is looking for different keys on the site to tell it how to index and rank your page for optimum search results.

<em>WEBSITE PAGES</em>

If you refer back to the training on ""<a href=""http://wiki.devft.com/knowledgebase/basic-wordpress-on-site-optimization/"" target=""_blank"" rel=""noopener"">Basic Wordpress On-Site Optimization</a>"" you will recall that there are several different elements that must be in place for Google to crawl the page correctly including:
<ul>
 	<li>Heading Structures (H1, H2, H3...)</li>
 	<li>Image Optimization (Keyword optimized <strong>alt titles</strong>)</li>
</ul>
However, content writing goes a little bit deeper than just the proper structure of a page. When you are writing your page should have <strong>AT LEAST</strong> 300 words, and ideally should be between 1,000 - 2,000 words. This copy should include the target keywords from your keyword research. You <strong>should not </strong>stuff the content with keywords, but use a delicate balance and put an optimal amount of keywords in the copy without overdoing it.

<em>BLOG POSTS</em>

If the website you're working on doesn't have a blog...we should discuss the opportunity of starting one for the customer. A blog is a great way to add content and relevant keywords to a website without keyword stuffing on every page. Additionally,  <a href=""http://www.bloggingflail.com/subdomains-vs-subdirectories-seo/"" target=""_blank"" rel=""noopener"">Blogs should be set up as a <strong>subdirectory</strong> and NOT a <strong>subdomain</strong>.</a>

Blogs are also a GREAT way to do internal and external linking on a website. Many times the topics you will be writing about for blogs will also tie in to content that is already featured on another page of the site. By linking the text to another page on the site you can begin building a solid internal-link network. You can also use blogs as ""bargaining tools"" when discussing back-linking and external linking options with webmasters of related sites.

Lastly, blogs are awesome tools for linking from social media or emails that are going out to a customer base. When you are constantly directing relevant traffic to new content, this is favored in the eyes of the Google Gods (lol). Always remember, just like in on-page optimization, it is important that your blog has appropriate meta titles &amp; descriptions.

Once your blog is complete and published, you may think that your work is over...but it's not! You need to PROMOTE your blog effectively otherwise no one will see it! This is accomplished through channels such as social media, email campaigns, or even key influencers whom you may be working with.

Here's a <a href=""https://www.spoonfulofcomfort.com/13-delicious-fall-soup-recipes-to-try-this-season/"" target=""_blank"" rel=""noopener"">GREAT blog example</a> (by none other than our own Taylor Calmelot!)

And here is a <a href=""https://artisanhardware.com/barn-door-blog/is-it-time-for-a-sliding-barn-door"" target=""_blank"" rel=""noopener"">NOT SO GREAT blog example</a> by someone who clearly isn't on the Amazing Firetoss Marketing Team

<hr />

<strong>Email &amp; Social Media</strong>

These two mediums are pretty straight-forward and the writing style is very similar to blog composition, but there are a few key things that these channels require on top of great writing.

<em>Subject Lines &amp; Headlines: </em>These are EXTREMELY important when getting ready to post or send out. This is what is going to make your users take an action and read further! You should always put yourself in the shoes of your audience when you are crafting these little eye-catchers. Provocative, interesting, listicles, scandalous and original content are ALWAYS going to stand out amongst the competition. Here are some good reads on how to craft appropriate subject lines and headlines for <strong><a href=""https://blog.hubspot.com/marketing/best-email-subject-lines-list"" target=""_blank"" rel=""noopener"">EMAIL</a></strong> and <a href=""https://guestpost.com/blog/2016/10/examples-catchy-blog-titles/"" target=""_blank"" rel=""noopener""><strong>SOCIAL MEDIA</strong></a>.

<em>Email: </em>When composing an email try to limit your text to a paragraph or two. You should include ONE simple CTA for the reader to engage with. Make sure you are linking optimized images and text and always default to simplicity and scan-ability for your readers. Most people will read their email on their phone so mobile optimization and the ability to quickly get the message across is VITAL!

<em>Social Media:</em> Social media is probably the simplest medium to write for. Your posts should be short and sweet. If possible, include an image, video or infographic. These types of posts will garner more engagement than text-only posts. You should also be acutely aware of the language you are using on the post. There is a fine line that you walk between being ""salesy"" and being ""authentic"" and most clients are looking for us to find the perfect balance between both of these writing styles.

<hr />

Words of Wisdom from the Queen of Strategic Content, Taylor Calmelot:

<em>""STAY WOKE! Always be educating yourself on new trends in SEO and, in general, read more and write more. Enjoy learning new things. This will keep your mind sharp while also preventing writer's block.""</em>",,"Departments>Marketing>Marketing Training",
405,"Keyword Research","[embeddoc url=""http://wiki.devft.com/wp-content/uploads/2018/01/Keyword-Research-Training-Updated.pdf"" download=""all""]",http://wiki.devft.com/wp-content/uploads/2018/01/Keyword-Research-Training-Updated.pdf,"Departments>Marketing>Marketing Training",
407,"Intro to Google Analytics","[embeddoc url=""http://wiki.devft.com/wp-content/uploads/2018/01/Intro-to-Google-Analytics.pdf"" download=""all""]",http://wiki.devft.com/wp-content/uploads/2018/01/Intro-to-Google-Analytics.pdf,"Departments>Marketing>Marketing Training",
409,"Intro to Search Console","[embeddoc url=""http://wiki.devft.com/wp-content/uploads/2018/01/Intro-to-Search-Console.pdf"" download=""all""]",http://wiki.devft.com/wp-content/uploads/2018/01/Intro-to-Search-Console.pdf,"Departments>Marketing>Marketing Training",
411,"Marketing Daily Reading and/or Listening","<span style=""font-weight: 400;"">These are some of the top blogs/info sources for our industry. There are WAYYY more than what’s listed here so add to it if you like, but this is a good place to start.</span>
<ul>
 	<li style=""font-weight: 400;""><a href=""https://blog.google/""><span style=""font-weight: 400;"">https://blog.google/</span></a></li>
 	<li style=""font-weight: 400;""><a href=""http://searchengineland.com/""><span style=""font-weight: 400;"">http://searchengineland.com/</span></a></li>
 	<li style=""font-weight: 400;""><a href=""http://www.searchenginewatch.com/""><span style=""font-weight: 400;"">http://www.searchenginewatch.com/</span></a></li>
 	<li style=""font-weight: 400;""><a href=""https://www.searchenginejournal.com/""><span style=""font-weight: 400;"">https://www.searchenginejournal.com/</span></a></li>
 	<li style=""font-weight: 400;""><a href=""https://moz.com/blog""><span style=""font-weight: 400;"">https://moz.com/blog</span></a></li>
 	<li style=""font-weight: 400;""><a href=""https://blog.kissmetrics.com/""><span style=""font-weight: 400;"">https://blog.kissmetrics.com/</span></a></li>
 	<li style=""font-weight: 400;""><a href=""https://www.highervisibility.com/blog/""><span style=""font-weight: 400;"">https://www.highervisibility.com/blog/</span></a></li>
 	<li style=""font-weight: 400;""><a href=""https://www.semrush.com/blog/""><span style=""font-weight: 400;"">https://www.semrush.com/blog/</span></a></li>
 	<li style=""font-weight: 400;""><a href=""http://contentmarketinginstitute.com/""><span style=""font-weight: 400;"">http://contentmarketinginstitute.com/</span></a></li>
 	<li style=""font-weight: 400;""><a href=""https://blog.hubspot.com/marketing#sm.0000wy8yyfeu7dtjw8u10h51y836l""><span style=""font-weight: 400;"">https://blog.hubspot.com/marketing#sm.0000wy8yyfeu7dtjw8u10h51y836l</span></a></li>
 	<li style=""font-weight: 400;""><a href=""http://neilpatel.com/podcast/""><span style=""font-weight: 400;"">http://neilpatel.com/podcast/</span></a></li>
</ul>",,Departments>Marketing,
412,"Marketing New SEO Client Set-up Checklist","<ul>
 	<li>Run Site Speed Test and record the initial results</li>
 	<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Google Analytics Setup</span>
<ul>
 	<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Account Creation</span></li>
 	<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Setting Up Multiple Views</span></li>
 	<li style=""font-weight: 400;""><span style=""font-weight: 400;""><span style=""font-weight: 400;"">Setting Up Filters</span></span></li>
</ul>
</li>
 	<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Google Tag Manager Setup</span>
<ul>
 	<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Installing Code</span></li>
 	<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Creating Google Analytics Variable</span></li>
 	<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Creating Google Analytics pageview Tag</span></li>
 	<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Publishing Changes</span></li>
 	<li style=""font-weight: 400;""><span style=""font-weight: 400;""><span style=""font-weight: 400;"">Verifying Function (Tag Assistant + Real Time View)</span></span></li>
</ul>
</li>
 	<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Google Search Console Setup</span>
<ul>
 	<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Property Verification</span></li>
 	<li style=""font-weight: 400;""><span style=""font-weight: 400;""><span style=""font-weight: 400;"">Adding Sitemaps</span></span></li>
</ul>
</li>
 	<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Authoritas Setup</span>
<ul>
 	<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Syncing GA, GWMT</span></li>
 	<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Adding &amp; tagging keywords</span></li>
 	<li>Set up automatic reports</li>
</ul>
</li>
</ul>",,Departments>Marketing,
415,"Site Speed Optimization","Site speed refers to the amount of time it takes for a website to load once you've landed on it. This is very important because it tells us how quickly a user is able to see and interact with a website. Not only is it important to have a quick site speed for on-page users, but Google will also look at site speed when determining placement on organic search results pages.

""<em>According to <a href=""https://blog.kissmetrics.com/loading-time/"">surveys done by Akamai and Gomez.com</a>, nearly half of web users expect a site to load in 2 seconds or less, and they tend to abandon a site that isn’t loaded within 3 seconds. 79% of web shoppers who have trouble with web site performance say they won’t return to the site to buy again and around 44% of them would tell a friend if they had a poor experience shopping online.</em>"" <strong>- https://blog.kissmetrics.com/speed-is-a-killer/</strong>

<span style=""color: #ff0000;"">Check out this helpful tutorial on how to view, and optimize and track site speed for each of our clients!</span>

[embeddoc url=""http://wiki.devft.com/wp-content/uploads/2018/02/Site-Speed-Optimization.pdf"" download=""all""]",http://wiki.devft.com/wp-content/uploads/2018/02/Site-Speed-Optimization.pdf,"Departments>Marketing>Marketing Training",
417,"Intro to Google Adwords","What is Google Adwords? To put it simply, Google adwords is Google's advertising platform where advertisers can bid on certain keywords in order to have their results appear in the Google search results. You may have heard of PPC (Pay-Per-Click) Advertising...well this is Google's bidding system that allows us to run PPC campaigns!

Check out this awesome infographic from Wordstream which breaks down the bidding process, then scroll though the informational overview slides from a previous ""Lunch &amp; Learn"" that was hosted at Firetoss. These two assets should be able to answer some of your basic questions when it comes to Adwords. Of course, these tools are only scratching the surface though, so if you want to learn more, seek out your friendly Firetoss PPC specialist for some more detailed explanations!

<a href=""http://wiki.devft.com/wp-content/uploads/2018/02/what-is-google-adwords.jpg"" target=""_blank"" rel=""noopener""><img class=""aligncenter wp-image-418"" src=""http://wiki.devft.com/wp-content/uploads/2018/02/what-is-google-adwords-207x1024.jpg"" alt="""" width=""500"" height=""2472"" /></a>[embeddoc url=""http://wiki.devft.com/wp-content/uploads/2018/02/Google-Adwords-Training.pdf"" download=""all""]",http://wiki.devft.com/wp-content/uploads/2018/02/Google-Adwords-Training.pdf,"Departments>Marketing>Marketing Training",
425,"Divi Test","<div>INSTALL WORDPRESS</div>
<div>

Video Guide: <a href=""https://vimeo.com/262262896"" target=""_blank"" rel=""noopener"">Install Wordpress using Softaculous</a>
<ol>
 	<li style=""list-style-type: none;"">
<ol>
 	<li>Login to firetoss.online cpanel
<ul>
 	<li>firetoss.online/cpanel</li>
 	<li>User: fonline</li>
 	<li>Pwd: DWHifAEJZxRREogstpBf6XwD</li>
</ul>
</li>
 	<li>Scroll down to Softaculous Apps Installer and select Wordpress</li>
 	<li>Choose Domain.
<ul>
 	<li>Select devitest1.firetoss.online in the dropdown</li>
</ul>
</li>
 	<li>In Directory
<ul>
 	<li>For the directory type in your name all lowercase in one word: (e.g. “mikesmith”)</li>
</ul>
</li>
 	<li>Admin Account
<ul>
 	<li>Create an admin username and password. For this exercise, use:
<ul>
 	<li>Username: divibuilder</li>
 	<li>Password: Firetoss!</li>
</ul>
</li>
</ul>
</li>
 	<li>Click Install</li>
</ol>
</li>
</ol>
<div></div>
</div>
<div>INSTALL DIVI AND DIVI ULTIMATE THEMES</div>
<div>Visual Guide: <a href=""https://vimeo.com/262550097"">Install Divi and Divi Ultimate</a></div>
<div>
<ol>
 	<li>Login to the WP install on your subdomain. e.g. devtest1.firetoss.online/&lt;YourName&gt;/wp-admin
<ol>
 	<li>Use your previously created Wordpress Credentials</li>
</ol>
</li>
 	<li>Install Divi
<ul>
 	<li>Download theme file <a href=""http://firetoss.com/divitest/"">here</a>.</li>
 	<li>Go to Appearance &gt; Themes.</li>
 	<li>Click on Add New</li>
 	<li>Click on Upload Theme</li>
 	<li>Drag and drop your DIVI theme .zip file into the Choose File Button</li>
 	<li>Click Install Now</li>
</ul>
</li>
 	<li>Install Divi Ultimate
<ul>
 	<li>Download theme <a href=""http://firetoss.com/divitest/"">here</a>.</li>
 	<li>Follow instructions <a href=""https://firetoss.com/wp-content/uploads/2018/03/divi.help_threads_new-installation-guide-for-v3-0-above.328_.png"">here</a>.</li>
</ul>
</li>
</ol>
<div>BUILD DIVI PAGES</div>
</div>
<div>Visual Guide: <a href=""https://www.youtube.com/watch?v=BTVtpQpJRPg"">https://www.youtube.com/watch?v=BTVtpQpJRPg</a></div>
<div>
<ol>
 	<li><span style=""font-family: 'Helvetica Neue';"">Download your design here. </span>
<ul>
 	<li><a href=""https://www.dropbox.com/sh/93pkcs1bds9r0wl/AADdhh-wN0p6GOvxiaC1IEfaa?dl=0"">https://www.dropbox.com/sh/93pkcs1bds9r0wl/AADdhh-wN0p6GOvxiaC1IEfaa?dl=0</a></li>
</ul>
</li>
 	<li>Download Your Image Assets Here
<ul>
 	<li><a href=""https://www.dropbox.com/sh/2aid2o0v8eb1l7g/AAAk7YsnVj6vBWG8G-9bHqara?dl=0"">https://www.dropbox.com/sh/2aid2o0v8eb1l7g/AAAk7YsnVj6vBWG8G-9bHqara?dl=0</a></li>
</ul>
</li>
 	<li>Review the design. Select the most appropriate of the available Divi Ultimate layouts that most closely matches the design.</li>
 	<li>Alter the page layouts to match the designs.
<ul>
 	<li>Delete, modify, or add divi modules and sections to match the designs.</li>
</ul>
</li>
</ol>
</div>",,Departments>Web>Tests,
439,"Support Test - Updates","CLONE <a href=""http://support-updates.firetoss.online"" target=""_blank"" rel=""noopener"">http://support-updates.firetoss.online</a> TO NEW SUBDOMAIN
<blockquote>https://67.227.198.144:2083
fonline
DWHifAEJZxRREogstpBf6XwD</blockquote>
<a href=""https://codex.wordpress.org/Upgrading_WordPress"" target=""_blank"" rel=""noopener"">MAKE SITE UPDATES</a>

<a href=""https://codex.wordpress.org/Debugging_in_WordPress"" target=""_blank"" rel=""noopener"">MAKE SURE NOTHING BROKE</a>

COMPLETED
<ul>
 	<li>Provide Subdomain URL for review</li>
</ul>",,Departments>Web>Tests,
440,"Support Test - Code Addition","CLONE <a href=""http://support-addition.firetoss.online"" target=""_blank"" rel=""noopener"">http://support-addition.firetoss.online</a> TO NEW SUBDOMAIN
<blockquote>https://67.227.198.144:2083
fonline
DWHifAEJZxRREogstpBf6XwD</blockquote>
MAKE REQUESTED SITE CHANGES
<ul>
 	<li>Hide Gravity Form field labels when using placeholders</li>
 	<li>Change excerpt length of blog Posts to 20 characters</li>
 	<li>Add Category selection dropdown to blog page</li>
 	<li>Using Wp Pagenavi make the pagination look like the image below</li>
</ul>
<a href=""http://wiki.devft.com/wp-content/uploads/2018/04/screenshot-1.png""><img class=""alignnone wp-image-453 size-full"" src=""http://wiki.devft.com/wp-content/uploads/2018/04/screenshot-1.png"" alt="""" width=""846"" height=""76"" /></a>

<a href=""https://codex.wordpress.org/Debugging_in_WordPress"" target=""_blank"" rel=""noopener"">MAKE SURE NOTHING BROKE</a>

COMPLETED
<ul>
 	<li>Provide Subdomain URL for review</li>
</ul>",,Departments>Web>Tests,
441,"Support Test - Code Fixes","CLONE <a href=""http://support-fixes.firetoss.online"" target=""_blank"" rel=""noopener"">http://support-fixes.firetoss.online</a> TO NEW SUBDOMAIN
<blockquote>https://67.227.198.144:2083
fonline
DWHifAEJZxRREogstpBf6XwD</blockquote>
MAKE REQUESTED SITE FIXES
<ul>
 	<li>Fix errors being thrown by wp_debug and console</li>
</ul>
<a href=""https://codex.wordpress.org/Debugging_in_WordPress"" target=""_blank"" rel=""noopener"">MAKE SURE NOTHING BROKE</a>

COMPLETED
<ul>
 	<li>Provide Subdomain URL for review</li>
</ul>",,Departments>Web>Tests,
